Organisation Name,Town/City,County,Type & Rating,Route
ABF DIST LTD,London,London,Worker (A rating),Skilled Worker
ABI Interiors International Limited,London,,Worker (A rating),Skilled Worker
ABICHEM CARE LTD,London,,Worker (A rating),Skilled Worker
Abiglobal Foods Ltd,London,,Worker (A rating),Skilled Worker
Abilities Development Ltd,London,Middlesex,Worker (A rating),Skilled Worker
ABINAN LTD,London,,Worker (A rating),Skilled Worker
Abingworth LLP,London,,Worker (A rating),Skilled Worker
Abingworth LLP,London,,Worker (A rating),Skilled Worker
Abintus Consulting Limited,London,,Worker (A rating),Skilled Worker
Abis Resources Limited,London,,Worker (A rating),Skilled Worker
Abitant Ltd,London,Westminster,Worker (A rating),Skilled Worker
Abkari Ltd,London,,Worker (A rating),Skilled Worker
ABL London Limited,London,,Worker (A rating),Skilled Worker
AbleCare (PHILIPHAUGH) LTD,London,,Worker (A rating),Skilled Worker
Ably Real-Time Ltd,London,,Worker (A rating),Skilled Worker
ABM GLOBAL COMPLIANCE (UK) LTD,London,,Worker (A rating),Skilled Worker
ABMI Engineering UK Ltd,London,,Worker (A rating),Skilled Worker
"ABN AMRO Bank N.V., UK Branch",London,,Worker (A rating),Skilled Worker
Abney Dental Practice,London,,Worker (A rating),Skilled Worker
ABNORMAL SECURITY UK LTD,London,,Worker (A rating),Skilled Worker
ABOUT THE STAY LIMITED,London,,Worker (A rating),Skilled Worker
About:Energy Limited,London,,Worker (A rating),Skilled Worker
ABOVE & BEYOND CREATIVE LTD T/AS ABOVE + BEYOND,London,,Worker (A rating),Skilled Worker
ABP (Wellcare) Limited,London,,Worker (A rating),Skilled Worker
ABPI,London,,Worker (A rating),Skilled Worker
ABR Tamwil Ltd T/A ABR Chartered Accountants,London,,Worker (A rating),Skilled Worker
Abrams & Chronicle Books Ltd,London,London,Worker (A rating),Skilled Worker
Abraxys Ltd,London,London,Worker (A rating),Skilled Worker
ABS DEVELOPMENT GROUP LTD,London,,Worker (A rating),Skilled Worker
ABS Europe Limited,London,,Worker (A rating),Skilled Worker
ABS Transport Limited,London,,Worker (A rating),Skilled Worker
Absa Securities United Kingdom Limited,London,,Worker (A rating),Skilled Worker
ABSCapCo Limited,London,,Worker (A rating),Skilled Worker
ABSOLUTE AI LTD,London,,Worker (A rating),Skilled Worker
Absolute Options UK Limited,London,LONDON,Worker (A rating),Skilled Worker
Absolute Pilates Plus LTD,London,,Worker (A rating),Skilled Worker
Absolute Post Ltd,London,,Worker (A rating),Skilled Worker
Absolute Retail Consulting Limited T/A AbsoluteLabs,London,,Worker (A rating),Skilled Worker
Absolutely Fad Limited,London,,Worker (A rating),Skilled Worker
Abstract Trading Ltd,London,England,Worker (A rating),Skilled Worker
Abt Britain Limited,London,,Worker (A rating),Skilled Worker
ABT Construction Ltd,London,,Worker (A rating),Skilled Worker
ABT CONSTRUCTION SERVICES LTD,London,,Worker (A rating),Skilled Worker
ABT Europe Ltd.,London,,Worker (A rating),Skilled Worker
Abtrace Limited,London,,Worker (A rating),Skilled Worker
ABU BANGLADESH LIMITED,London,,Worker (A rating),Skilled Worker
Abundance Vibes Ltd.,London,,Worker (A rating),Skilled Worker
ABZ TRADING LIMITED,London,,Worker (A rating),Skilled Worker
Abza Group Ltd,London,,Worker (A rating),Skilled Worker
AC Fashion Design Limited,London,,Worker (A rating),Skilled Worker
AC Gilead Solicitors,London,,Worker (A rating),Skilled Worker
AC Talent Sport & Entertainment UK Limited,London,,Worker (A rating),Skilled Worker
ACA Compliance (Europe) Limited,London,,Worker (A rating),Skilled Worker
Aca Studios Ltd,London,,Worker (A rating),Skilled Worker
Acacia Care,London,,Worker (A rating),Skilled Worker
Academia One Limited,London,,Worker (A rating),Skilled Worker
Academia Park Ltd,London,,Worker (A rating),Skilled Worker
ACADEMIC PLACEMENT SERVICES LTD,London,,Worker (A rating),Skilled Worker
Academic Research House UK Limited,London,,Worker (A rating),Skilled Worker
Academies Enterprise Trust,London,,Worker (A rating),Skilled Worker
ACADEMY BY NICO LIMITED,London,,Worker (A rating),Skilled Worker
ACADEMY HOSPITALITY LTD,London,,Worker (A rating),Skilled Worker
Academy Music Group,London,,Worker (A rating),Skilled Worker
Academy of Motion Picture Arts and Sciences,London,,Worker (A rating),Skilled Worker
ACADEVIS FOREIGN EDUCATION CONSULTANT LIMITED,London,,Worker (A rating),Skilled Worker
Acadian Asset Management (UK) Limited,London,England,Worker (A rating),Skilled Worker
ACAMS (UK) Ltd,London,,Worker (A rating),Skilled Worker
ACANA CARE LTD T/A ACANA SUPPLIES,London,,Worker (A rating),Skilled Worker
Acap Advisory Ltd,London,,Worker (A rating),Skilled Worker
Acar Supermarket Limited,London,,Worker (A rating),Skilled Worker
Acast Stories Limited,London,,Worker (A rating),Skilled Worker
Acaster Lloyd Consulting Ltd,London,,Worker (A rating),Skilled Worker
Accedo UK Limited,London,,Worker (A rating),Skilled Worker
Accel Capital Partners Ltd,London,,Worker (A rating),Skilled Worker
Accel Partners Management LLP,London,,Worker (A rating),Skilled Worker
Accelerate Ventures,London,,Worker (A rating),Skilled Worker
Accelex Technology Limited,London,,Worker (A rating),Skilled Worker
ACCELLENCY LIMITED,London,,Worker (A rating),Skilled Worker
Accent Marketing and Research Limited,London,,Worker (A rating),Skilled Worker
Accentra Technologies Ltd,London,,Worker (A rating),Skilled Worker
Accenture (UK) Limited,London,,Worker (A rating),Skilled Worker
Accenture Song Brand UK Limited,London,,Worker (A rating),Skilled Worker
Accenture Song Production Studios Europe Ltd,London,,Worker (A rating),Skilled Worker
Accept & Proceed,London,,Worker (A rating),Skilled Worker
Access All Areas,London,,Worker (A rating),Skilled Worker
Access Building Contractors Ltd.,London,,Worker (A rating),Skilled Worker
Access Capital Partners (UK) Ltd.,London,,Worker (A rating),Skilled Worker
ACCESS CARS LTD,London,,Worker (A rating),Skilled Worker
Access Citizens Services UK Limited,London,,Worker (A rating),Skilled Worker
Access Construct Ltd,London,,Worker (A rating),Skilled Worker
Access Construction Services Ltd,London,,Worker (A rating),Skilled Worker
Access Fintech (UK) Limited,London,,Worker (A rating),Skilled Worker
Access Industries (UK) Limited,London,,Worker (A rating),Skilled Worker
ACCESS INFINITY LTD,London,,Worker (A rating),Skilled Worker
ACCESS MOBILE LTD,London,,Worker (A rating),Skilled Worker
Access Self Storage Limited,London,,Worker (A rating),Skilled Worker
Access the Foundation for Social Investment,London,,Worker (A rating),Skilled Worker
AccessData UK Limited,London,,Worker (A rating),Skilled Worker
ACCIDENT CLAIM HELPLINE LTD,London,,Worker (A rating),Skilled Worker
Accma Ltd,London,,Worker (A rating),Skilled Worker
Accolade (UK) Limited,London,,Worker (A rating),Skilled Worker
Accolite Labs Europe Limited,London,,Worker (A rating),Skilled Worker
ACCOMMOS LTD,London,,Worker (A rating),Skilled Worker
Accor HotelServices UK Ltd,London,,Worker (A rating),Skilled Worker
Accor Luxury UK Limited,London,,Worker (A rating),Skilled Worker
Accor UK Business & Leisure Hotels Ltd,London,,Worker (A rating),Skilled Worker
Accor UK Limited,London,,Worker (A rating),Skilled Worker
ACCORD ACCOUNTANCY LTD,London,,Worker (A rating),Skilled Worker
Accord Europe Limited,London,London,Worker (A rating),Skilled Worker
Accordion Partners UK Ltd,London,,Worker (A rating),Skilled Worker
Accosoft Technologies Ltd,London,,Worker (A rating),Skilled Worker
Account Media Limited,London,,Worker (A rating),Skilled Worker
Accountagility Limited,London,,Worker (A rating),Skilled Worker
Accountancy & Business Consultancy (UK) Limited,London,,Worker (A rating),Skilled Worker
ACCOUNTANCY AND BOOKEEPING LIMITED,London,,Worker (A rating),Skilled Worker
Accountancy and Taxation Services,London,,Worker (A rating),Skilled Worker
Accountancy Group Ltd,London,,Worker (A rating),Skilled Worker
ACCOUNTANCY SERVICES LONDON LTD,London,,Worker (A rating),Skilled Worker
ACCOUNTAX CENTRE LTD,London,,Worker (A rating),Skilled Worker
Accountax Consultants UK Ltd,London,,Worker (A rating),Skilled Worker
Accountax World Ltd T/A Accounts and Tax World,London,,Worker (A rating),Skilled Worker
Accounting Crunchers Limited,London,Barking,Worker (A rating),Skilled Worker
Accounting for Sustainability,London,,Worker (A rating),Skilled Worker
ACCOUNTING SQUARE LIMITED,London,,Worker (A rating),Skilled Worker
Accrete Management Limited,London,,Worker (A rating),Skilled Worker
ACCTAX CONSULTANCY LIMITED,London,,Worker (A rating),Skilled Worker
Acculearn Trading Limited T/A Cranbrook College,London,Essex,Worker (A rating),Skilled Worker
Accura Accountants Limited,London,,Worker (A rating),Skilled Worker
Accura Law Firm (UK) Limited,London,,Worker (A rating),Skilled Worker
ACCURA RESOURCING LIMITED,London,,Worker (A rating),Skilled Worker
AccuraCast Ltd,London,England,Worker (A rating),Skilled Worker
Accuracy UK Ltd,London,,Worker (A rating),Skilled Worker
Accurate Accountant Co ltd,London,,Worker (A rating),Skilled Worker
ACCURATE LASER & SKIN AESTHETICS LIMITED,London,,Worker (A rating),Skilled Worker
AccuRx Limited,London,,Worker (A rating),Skilled Worker
ACE & Company UK Limited,London,,Worker (A rating),Skilled Worker
ACE CONTRACTOR 385 LIMITED,London,,Worker (A rating),Skilled Worker
Ace Engineering Solutions Ltd,London,,Worker (A rating),Skilled Worker
ACE FLEET LIMITED T/A MOMO'S,London,,Worker (A rating),Skilled Worker
Ace Home Care Services Limited t/a Ace Homecare London,London,,Worker (A rating),Skilled Worker
ACE Hotels Trading Ltd,London,,Worker (A rating),Skilled Worker
ACE MEDICARE LTD,London,,Worker (A rating),Skilled Worker
Ace Pilates Limited,London,,Worker (A rating),Skilled Worker
Ace Pro Services Ltd,London,,Worker (A rating),Skilled Worker
ACE PROPERTY FINDER LTD,London,,Worker (A rating),Skilled Worker
ACE REMOVALS LIMITED,London,,Worker (A rating),Skilled Worker
Ace Software Solutions Ltd,London,London,Worker (A rating),Skilled Worker
ACE THINKER LIMITED,London,,Worker (A rating),Skilled Worker
ACEDALE LIMITED,London,,Worker (A rating),Skilled Worker
Acensys Ltd,London,,Worker (A rating),Skilled Worker
ACEP Limited,London,London,Worker (A rating),Skilled Worker
Aceprosoft Solutions Limited,London,London,Worker (A rating),Skilled Worker
ACER International Limited,London,,Worker (A rating),Skilled Worker
Acer Tree Investment Management LLP,London,,Worker (A rating),Skilled Worker
Acesure Ltd,London,,Worker (A rating),Skilled Worker
ACGAE LTD.,London,,Worker (A rating),Skilled Worker
ACHERON CAPITAL LIMITED,London,,Worker (A rating),Skilled Worker
Achieve Teachers Ltd,London,,Worker (A rating),Skilled Worker
Achilles Therapeutics UK Limited,London,,Worker (A rating),Skilled Worker
ACIBADEM,London,,Worker (A rating),Skilled Worker
Acierta UK LTD,London,london,Worker (A rating),Skilled Worker
Acinfo Limited,London,,Worker (A rating),Skilled Worker
Acker U.K. Ltd.,London,,Worker (A rating),Skilled Worker
ACKO TOWERS AND PROJECTS LTD,London,GREENWICH,Worker (A rating),Skilled Worker
Ackroyd Legal (London) LLP,London,,Worker (A rating),Skilled Worker
Ackroyd Lowrie Limited,London,London,Worker (A rating),Skilled Worker
ACL Education Solutions Ltd,London,England,Worker (A rating),Skilled Worker
Acme People Limited,London,,Worker (A rating),Skilled Worker
Acolad UK Limited,London,,Worker (A rating),Skilled Worker
A-Cold-Wall* Limited,London,,Worker (A rating),Skilled Worker
a-connect solution (UK) limited,London,,Worker (A rating),Skilled Worker
ACORD Corporation,London,,Worker (A rating),Skilled Worker
Acorn Bioenergy Limited,London,,Worker (A rating),Skilled Worker
ACORN DAY OPPORTUNITIES LTD,London,,Worker (A rating),Skilled Worker
Acorn Lodge Care Home,London,,Worker (A rating),Skilled Worker
"ACP Management Partners, Ltd",London,,Worker (A rating),Skilled Worker
Acquire Services Group Ltd,London,United Kingdom,Worker (A rating),Skilled Worker
Acquired Limited,London,London,Worker (A rating),Skilled Worker
Acquis Consulting UK Limited,London,,Worker (A rating),Skilled Worker
Acre Platforms Limited,London,,Worker (A rating),Skilled Worker
Acre Resources Ltd,London,,Worker (A rating),Skilled Worker
Acrisure International Holdings,London,,Worker (A rating),Skilled Worker
Across the Pond Group Ltd,London,,Worker (A rating),Skilled Worker
Acrotrend Solutions Limited,London,United Kingdom,Worker (A rating),Skilled Worker
ACT Developments London Limited,London,,Worker (A rating),Skilled Worker
ACT Financial Solutions B.V.,London,,Worker (A rating),Skilled Worker
Act3 Consulting Limited,London,,Worker (A rating),Skilled Worker
Actelligent (U.K.) Company Limited,London,,Worker (A rating),Skilled Worker
Actimize UK Limited,London,,Worker (A rating),Skilled Worker
Action 8 Recruitment Ltd,London,,Worker (A rating),Skilled Worker
Action Against Hunger UK,London,London,Worker (A rating),Skilled Worker
Action Artificial Intelligence Limited,London,,Worker (A rating),Skilled Worker
ACTION LONDON LIMITED,London,,Worker (A rating),Skilled Worker
Action on Disability,London,,Worker (A rating),Skilled Worker
Action Sustainability,London,,Worker (A rating),Skilled Worker
ActionAid UK,London,"London,City of",Worker (A rating),Skilled Worker
Actis LLP,London,,Worker (A rating),Skilled Worker
Actito UK,London,,Worker (A rating),Skilled Worker
ACTITO UK,London,,Worker (A rating),Skilled Worker
Activate Intelligence Limited,London,,Worker (A rating),Skilled Worker
ACTIVE INTERNATIONAL LTD,London,,Worker (A rating),Skilled Worker
ACTIVE OMG LIMITED,London,,Worker (A rating),Skilled Worker
Active Partners LLP,London,,Worker (A rating),Skilled Worker
Active Retail (UK) Limited,London,,Worker (A rating),Skilled Worker
ACTIVE SPORTS TOURISM LTD,London,,Worker (A rating),Skilled Worker
Active Webdezign Ltd,London,,Worker (A rating),Skilled Worker
ActiveDocs UK Limited,London,,Worker (A rating),Skilled Worker
ActiveFence Limited,London,,Worker (A rating),Skilled Worker
ActiveIS Limited,London,,Worker (A rating),Skilled Worker
activeMind.legal UK Ltd.,London,,Worker (A rating),Skilled Worker
ActiveViam Ltd,London,,Worker (A rating),Skilled Worker
ACTIVTRADES,London,,Worker (A rating),Skilled Worker
Activum SG UK Advisors Limited,London,,Worker (A rating),Skilled Worker
Acton Baptist Church CIO,London,,Worker (A rating),Skilled Worker
Acton Lane London Ltd,London,UK,Worker (A rating),Skilled Worker
ACTUAL TIME OF ARRIVAL LTD,London,,Worker (A rating),Skilled Worker
Actum International UK Limited,London,,Worker (A rating),Skilled Worker
Acturis Ltd,London,,Worker (A rating),Skilled Worker
Acuiti Labs Limited,London,,Worker (A rating),Skilled Worker
ACUITY KNOWLEDGE PARTNERS (UK) LIMITED,London,,Worker (A rating),Skilled Worker
Acuity Professional Services Ltd,London,,Worker (A rating),Skilled Worker
Acuity Solutions Ltd,London,,Worker (A rating),Skilled Worker
ACUK Limited,London,,Worker (A rating),Skilled Worker
Acumen Accountants and Global Compliance Ltd,London,,Worker (A rating),Skilled Worker
Acumen Construction Group Ltd,London,,Worker (A rating),Skilled Worker
Acumen Design Associates Limited,London,,Worker (A rating),Skilled Worker
Acumen Inc,London,,Worker (A rating),Skilled Worker
ACUMEN LONDON LTD,London,,Worker (A rating),Skilled Worker
ACUPAY SYSTEM LLC,London,,Worker (A rating),Skilled Worker
Acupro Clinic,London,,Worker (A rating),Skilled Worker
Acurable Ltd,London,Greater London,Worker (A rating),Skilled Worker
ACUSERV SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker
ACUTE BLOSSOM & CO LIMITED,London,,Worker (A rating),Skilled Worker
ACUTRO LTD,London,,Worker (A rating),Skilled Worker
Acutus Medical UK Ltd,London,,Worker (A rating),Skilled Worker
Acuura Limited,London,,Worker (A rating),Skilled Worker
Acuvate Software Ltd,London,,Worker (A rating),Skilled Worker
Acxiom Limited,London,,Worker (A rating),Skilled Worker
Ad Astra Bars Limited T\A  The Three Crowns.,London,,Worker (A rating),Skilled Worker
AD BROKER LTD,London,England,Worker (A rating),Skilled Worker
Ad idem Consulting Limited,London,,Worker (A rating),Skilled Worker
AD Piccadilly ltd,London,,Worker (A rating),Skilled Worker
ADA COUNSELLING LTD,London,,Worker (A rating),Skilled Worker
Ada Digital Health Ltd,London,,Worker (A rating),Skilled Worker
ADA FOOD AND BEVERAGE LTD,London,,Worker (A rating),Skilled Worker
Ada Web (UK) Limited,London,,Worker (A rating),Skilled Worker
Adadot limited,London,,Worker (A rating),Skilled Worker
Adage Digital Ltd,London,London,Worker (A rating),Skilled Worker
Adagio Hotels UK Limited,London,,Worker (A rating),Skilled Worker
Adajour Limited,London,,Worker (A rating),Skilled Worker
Adalvo UK Ltd,London,,Worker (A rating),Skilled Worker
ADAM Asset Management Limited,London,,Worker (A rating),Skilled Worker
Adam Autos,London,,Worker (A rating),Skilled Worker
Adam Bernard Solicitors,London,,Worker (A rating),Skilled Worker
Adam Ellis Ltd,London,,Worker (A rating),Skilled Worker
Adam Grooming Atelier Ltd,London,,Worker (A rating),Skilled Worker
Adam Legal Services Solicitors Ltd,London,,Worker (A rating),Skilled Worker
Adam Renovations Ltd,London,,Worker (A rating),Skilled Worker
Adam Smith International Limited,London,,Worker (A rating),Skilled Worker
ADAM Sweets Ltd,London,,Worker (A rating),Skilled Worker
ADAMA Entertainment Limited,London,Greater London,Worker (A rating),Skilled Worker
Adamas Investment Holdings LLP,London,,Worker (A rating),Skilled Worker
Adamo Foods Ltd,London,,Worker (A rating),Skilled Worker
Adams & Moore Solicitors LLP,London,,Worker (A rating),Skilled Worker
Adams Gold Limited,London,,Worker (A rating),Skilled Worker
Adams Street Partners UK LLP,London,,Worker (A rating),Skilled Worker
Adamson Associates (International) Ltd,London,London,Worker (A rating),Skilled Worker
